Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,TE,461,Technology Entrepreneurship,"Critical factors affecting technology-based ventures: opportunity assessment; the entrepreneurial process; founders and team building; preparation of a business plan including market research, marketing and sales, finance, and manufacturing considerations. Students must have an idea for a new venture to participate in the course, and must be prepared to develop this new venture idea as part of the course. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,
2026,Spring,TE,462,Leading Sustainable Change,"Theories and process of change; systems thinking concerning change consequences; building coalitions and communities to support change; and implementing and managing projects effectively. Processes to plan, implement, manage, and sustain change with an organization through alignment of change strategies with organizational and individual concerns. 3 undergraduate hours. 3 graduate hours. Prerequisite: Restricted to undergrads with senior standing and graduate students.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: Restricted to undergrads with senior standing and graduate students.,,3 hours
2026,Spring,TE,466,High-Tech Venture Marketing,Cornerstone marketing concepts for innovators and engineers to enable analysis of products and technologies from a marketing perspective: engineering product development and adoption life cycle; objectives and strategies; marketing management; communication skills; sales process and tactics; special considerations for new high-tech engineering products and innovations. 2 undergraduate hours. 2 graduate hours. Credit is not given for both TE 466 and BADM 365.,2 hours.,2 undergraduate hours. 2 graduate hours. Credit is not given for both TE 466 and BADM 365.,,2 hours
2026,Spring,TE,466,High-Tech Venture Marketing,Cornerstone marketing concepts for innovators and engineers to enable analysis of products and technologies from a marketing perspective: engineering product development and adoption life cycle; objectives and strategies; marketing management; communication skills; sales process and tactics; special considerations for new high-tech engineering products and innovations. 2 undergraduate hours. 2 graduate hours. Credit is not given for both TE 466 and BADM 365.,2 hours.,2 undergraduate hours. 2 graduate hours. Credit is not given for both TE 466 and BADM 365.,,
2026,Spring,TE,468,Transforming Marketing with AI,"Cutting-edge use of artificial intelligence (AI) in marketing for technology ventures. How AI can revolutionize entrepreneurial marketing in targeting, personalization, content creation, analytics, optimization, customer service, sales, research, and ethics. Weekly examination of real-world case studies where leading companies harness the power of AI, supercharging their marketing efforts. Recognize how AI can be used to create more effective and efficient marketing campaigns in engineering entrepreneurship.",2 hours.,,,
2026,Spring,TE,468,Transforming Marketing with AI,"Cutting-edge use of artificial intelligence (AI) in marketing for technology ventures. How AI can revolutionize entrepreneurial marketing in targeting, personalization, content creation, analytics, optimization, customer service, sales, research, and ethics. Weekly examination of real-world case studies where leading companies harness the power of AI, supercharging their marketing efforts. Recognize how AI can be used to create more effective and efficient marketing campaigns in engineering entrepreneurship.",2 hours.,,,
2026,Spring,TE,510,Advanced Creativity,Exploration of concepts and theories in creativity and innovation with application of techniques and processes in order to enhance creativity skills. Emphasis on personalized learning objectives based on individual fields of study culminating in a major project with the opportunity to move a technical idea from vision to reality.,4 hours.,,,4 hours
2026,Spring,TE,565,Technol Innovation &amp; Strategy,"Concepts and frameworks for analyzing how firms can create, commercialize and capture value from technology-based products and services. Business, commercialization, and management aspects of technology. Emphasis on reasons that existing firms or startups which have successfully commercialized products or services fail to sustain their success as technology changes and evolves.",2 hours.,,,
2026,Spring,TE,565,Technol Innovation &amp; Strategy,"Concepts and frameworks for analyzing how firms can create, commercialize and capture value from technology-based products and services. Business, commercialization, and management aspects of technology. Emphasis on reasons that existing firms or startups which have successfully commercialized products or services fail to sustain their success as technology changes and evolves.",2 hours.,,,
2026,Spring,TE,566,Finance for Engineering Mgmt,Cornerstone financial concepts for engineering management to enable analysis of engineering projects from a financial perspective: income statements; the balance sheet; cash flow statements; corporate organization; the time value of money; net present value; discounted cash flow analysis; portfolio theory.,2 hours.,,,2 hours
2026,Spring,TE,566,Finance for Engineering Mgmt,Cornerstone financial concepts for engineering management to enable analysis of engineering projects from a financial perspective: income statements; the balance sheet; cash flow statements; corporate organization; the time value of money; net present value; discounted cash flow analysis; portfolio theory.,2 hours.,,,2 hours
2026,Spring,TE,567,Venture Funded Startups,"Concepts, tools, and language used by venture capitalists (VCs). Venture-scale opportunity assessment and articulation; venture capital financing and valuation; deal structure; term sheets; financial plans for startups; customer development and marketing; product iterations; sales execution. Prerequisite: TE 566.",1 hours.,Prerequisite: TE 566.,,1 hours
2026,Spring,TE,567,Venture Funded Startups,"Concepts, tools, and language used by venture capitalists (VCs). Venture-scale opportunity assessment and articulation; venture capital financing and valuation; deal structure; term sheets; financial plans for startups; customer development and marketing; product iterations; sales execution. Prerequisite: TE 566.",1 hours.,Prerequisite: TE 566.,,
2026,Spring,TE,598,Special Topics IV,"Subject offerings of innovation, creativity, technology and entrepreneurship intended to augment the existing curriculum. See class schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms for unlimited graduate hours if topics vary.",1 TO 4 hours.,May be repeated in the same or separate terms for unlimited graduate hours if topics vary.,Accel Deep Tech Enterprises,4 hours
2026,Spring,THEA,100,Practicum I,"Practical work in the design, construction, and handling of scenery, lighting, sound, properties, costumes, and makeup for public performance. A minimum of forty hours of production activity to be arranged for each credit hour. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.,,
2026,Spring,THEA,100,Practicum I,"Practical work in the design, construction, and handling of scenery, lighting, sound, properties, costumes, and makeup for public performance. A minimum of forty hours of production activity to be arranged for each credit hour. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.,,
2026,Spring,THEA,100,Practicum I,"Practical work in the design, construction, and handling of scenery, lighting, sound, properties, costumes, and makeup for public performance. A minimum of forty hours of production activity to be arranged for each credit hour. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor required for non-theatre majors.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
2026,Spring,THEA,101,Introduction to Theatre Arts,"[IAI Code: F1907] Introduction to the arts of theater for non-majors, including acting, design, directing, dramaturgy, and playwriting, together with a survey of theatrical history, minority theater, and plays by women. Attendance at Department of Theater productions (ticket fee required). Credit not given for both THEA 101 and THEA 102.",3 hours.,Credit not given for both THEA 101 and THEA 102.,,
